"Tabela 2094 - População residente por cor ou raça e religião"
"Variável - População residente (Pessoas)"
"Município";"Religião";"Ano x Cor ou raça"
"Município";"Religião";"2010"
"Município";"Religião";"Branca";"Preta";"Parda"
"4126108";"Total";"3696";"102";"1549"
"4126207";"Total";"4758";"181";"1721"
"4126256";"Total";"45331";"4222";"32544"
"4126272";"Total";"3573";"52";"1398"
"4126306";"Total";"12615";"489";"5176"
"4126355";"Total";"3996";"18";"544"
"4126405";"Total";"4016";"164";"1425"
"4126504";"Total";"11407";"694";"3429"
"4126603";"Total";"14264";"313";"3755"
"4126652";"Total";"2803";"81";"501"
"4126678";"Total";"7134";"567";"2910"
"4126702";"Total";"3235";"247";"1174"
"4126801";"Total";"8164";"440";"5857"
"4126900";"Total";"3340";"194";"2243"
"4127007";"Total";"7430";"145";"2657"
"4127106";"Total";"49192";"1535";"18773"
"4127205";"Total";"9511";"430";"5782"
"4127304";"Total";"7643";"852";"6477"
"4127403";"Total";"10845";"596";"5065"
"4127502";"Total";"12351";"729";"6154"
"4127601";"Total";"10421";"592";"3366"
"4127700";"Total";"82551";"3483";"32173"
"4127809";"Total";"6018";"287";"2363"
"4127858";"Total";"9066";"244";"2513"
"4127882";"Total";"3696";"262";"2255"
"4127908";"Total";"5194";"280";"3181"
"4127957";"Total";"5743";"118";"2120"
"4127965";"Total";"9688";"229";"3322"
"4128005";"Total";"13559";"575";"6771"
"4128104";"Total";"64924";"3341";"30767"
"4128203";"Total";"39517";"1252";"11614"
"4128302";"Total";"1329";"44";"1070"
"4128401";"Total";"6978";"611";"3203"
"4128500";"Total";"14543";"336";"4191"
"4128534";"Total";"7062";"179";"2671"
"4128559";"Total";"5178";"217";"3458"
"4128609";"Total";"6394";"130";"1311"
"4128625";"Total";"1372";"199";"1605"
"4128633";"Total";"3661";"164";"1859"
"4128658";"Total";"3121";"92";"694"
"4128708";"Total";"5444";"241";"766"
"4128807";"Total";"3215";"226";"2535"
"4200051";"Total";"2194";"204";"255"
"4200101";"Total";"10530";"919";"5062"
"4200200";"Total";"7986";"49";"1284"
"4200309";"Total";"4637";"99";"161"
"4200408";"Total";"4645";"445";"1741"
"4200507";"Total";"4226";"318";"1521"
"4200556";"Total";"1842";"166";"341"
"4200606";"Total";"5244";"77";"219"
"4200705";"Total";"8248";"120";"1042"
"4200754";"Total";"1881";"11";"103"
"4200804";"Total";"4833";"150";"1395"
"4200903";"Total";"5083";"30";"124"
"4201000";"Total";"5478";"256";"2777"
"4201109";"Total";"3069";"14";"131"
"4201208";"Total";"7016";"122";"306"
"4201257";"Total";"8329";"83";"1183"
"4201273";"Total";"3917";"21";"255"
"4201307";"Total";"19465";"1033";"4038"
"4201406";"Total";"55767";"819";"4534"
"4201505";"Total";"7223";"72";"446"
"4201604";"Total";"3138";"101";"258"
"4201653";"Total";"1909";"110";"215"
"4201703";"Total";"7181";"12";"219"
"4201802";"Total";"3007";"87";"160"
"4201901";"Total";"5176";"65";"304"
"4201950";"Total";"8191";"303";"996"
"4202008";"Total";"93642";"2424";"11382"
"4202057";"Total";"7384";"189";"774"
"4202073";"Total";"7624";"142";"448"
"4202081";"Total";"2402";"109";"383"
"4202099";"Total";"1454";"60";"362"
"4202107";"Total";"18704";"596";"2873"
"4202131";"Total";"4651";"282";"1037"
"4202156";"Total";"2074";"11";"545"
"4202206";"Total";"9416";"185";"668"
"4202305";"Total";"48736";"2785";"5927"
"4202404";"Total";"277680";"4838";"25186"
"4202438";"Total";"2431";"35";"803"
"4202453";"Total";"11475";"389";"2329"
"4202503";"Total";"2526";"138";"1727"
"4202537";"Total";"1781";"48";"672"
"4202578";"Total";"1897";"62";"165"
"4202602";"Total";"6561";"253";"2057"
"4202701";"Total";"3903";"10";"550"
"4202800";"Total";"26605";"769";"1644"
"4202859";"Total";"3245";"8";"200"
"4202875";"Total";"2253";"143";"421"
"4202909";"Total";"91908";"1460";"11726"
"4203006";"Total";"48253";"1832";"19980"
"4203105";"Total";"5020";"313";"867"
"4203154";"Total";"1632";"178";"1535"
"4203204";"Total";"53217";"1327";"7287"
"4203253";"Total";"1935";"32";"771"
"4203303";"Total";"9819";"189";"1700"
"4203402";"Total";"4425";"90";"2896"
"4203501";"Total";"5868";"358";"3080"
"4203600";"Total";"24520";"832";"7175"
"4203709";"Total";"9208";"294";"1054"
"4203808";"Total";"42997";"783";"8737"
"4203907";"Total";"15928";"321";"4346"
"4203956";"Total";"17752";"1767";"2079"
"4204004";"Total";"6039";"188";"3261"
"4204103";"Total";"3371";"141";"887"
"4204152";"Total";"2253";"28";"487"
"4204178";"Total";"1870";"86";"1617"
"4204194";"Total";"2442";"35";"260"
"4204202";"Total";"137419";"5551";"37898"
"4204251";"Total";"14297";"179";"633"
"4204301";"Total";"59157";"1736";"7351"
"4204350";"Total";"3229";"136";"393"
"4204400";"Total";"8299";"274";"1594"
"4204459";"Total";"1825";"292";"337"
"4204509";"Total";"12686";"115";"1014"
"4204558";"Total";"10030";"678";"3792"
"4204608";"Total";"167074";"11330";"13364"
"4204707";"Total";"9753";"109";"704"
"4204756";"Total";"1844";"-";"38"
"4204806";"Total";"26146";"546";"10454"
"4204905";"Total";"7412";"113";"1105"
"4205001";"Total";"10203";"580";"3919"
"4205100";"Total";"3310";"70";"318"
"4205159";"Total";"3070";"19";"307"
"4205175";"Total";"1557";"110";"697"
"4205191";"Total";"1894";"38";"111"
"4205209";"Total";"3547";"181";"615"
"4205308";"Total";"7482";"449";"2717"
"4205357";"Total";"1203";"104";"271"
"4205407";"Total";"357029";"18787";"42479"
"4205431";"Total";"2157";"235";"209"
"4205456";"Total";"19709";"594";"2168"
"4205506";"Total";"23598";"721";"9881"
"4205555";"Total";"1585";"15";"826"
"4205605";"Total";"2426";"346";"671"
"4205704";"Total";"16358";"509";"1225"
"4205803";"Total";"11455";"419";"2658"
"4205902";"Total";"51089";"1020";"5555"
"4206009";"Total";"12006";"405";"582"
"4206108";"Total";"5916";"156";"147"
"4206207";"Total";"9793";"453";"388"
"4206306";"Total";"16473";"159";"1758"
"4206405";"Total";"9278";"49";"1171"
"4206504";"Total";"29586";"417";"4792"
"4206603";"Total";"4127";"222";"530"
"4206652";"Total";"3181";"295";"1129"
"4206702";"Total";"15132";"893";"5099"
"4206751";"Total";"1604";"9";"308"
"4206801";"Total";"2876";"14";"471"
"4206900";"Total";"15848";"449";"952"
"4207007";"Total";"53810";"1572";"3234"
"4207106";"Total";"10599";"178";"1552"
"4207205";"Total";"10858";"232";"467"
"4207304";"Total";"37395";"1075";"1524"
"4207403";"Total";"5432";"51";"216"
"4207502";"Total";"48236";"838";"5572"
"4207577";"Total";"2667";"44";"28"
"4207601";"Total";"4433";"58";"261"
"4207650";"Total";"7880";"99";"411"
"4207684";"Total";"2599";"139";"723"
"4207700";"Total";"6570";"189";"455"
"4207759";"Total";"3515";"110";"617"
"4207809";"Total";"7013";"634";"1722"
"4207858";"Total";"1569";"232";"258"
"4207908";"Total";"7955";"94";"2377"
"4208005";"Total";"5567";"253";"551"
"4208104";"Total";"16096";"160";"3703"
"4208203";"Total";"155010";"6680";"20784"
"4208302";"Total";"38663";"1658";"5245"
"4208401";"Total";"13849";"175";"1230"
"4208450";"Total";"11086";"332";"3238"
"4208500";"Total";"20012";"853";"1377"
"4208609";"Total";"3184";"224";"583"
"4208708";"Total";"9101";"138";"1370"
"4208807";"Total";"15313";"1030";"929"
"4208906";"Total";"123530";"2587";"16319"
"4208955";"Total";"1465";"56";"205"
"4209003";"Total";"21972";"719";"4152"
"4209102";"Total";"440743";"12837";"58984"
"4209151";"Total";"3515";"45";"282"
"4209177";"Total";"1840";"136";"156"
"4209201";"Total";"1975";"62";"161"
"4209300";"Total";"113103";"4692";"37800"
"4209409";"Total";"45566";"2384";"3527"
"4209458";"Total";"1293";"78";"112"
"4209508";"Total";"5744";"20";"235"
"4209607";"Total";"12914";"305";"1089"
"4209706";"Total";"6550";"154";"5017"
"4209805";"Total";"3313";"2";"47"
"4209854";"Total";"3951";"251";"435"
"4209904";"Total";"9699";"56";"433"
"4210001";"Total";"9030";"98";"1258"
"4210035";"Total";"5039";"25";"515"
"4210050";"Total";"1412";"10";"403"
"4210100";"Total";"45121";"622";"6875"
"4210209";"Total";"3129";"16";"89"
"4210308";"Total";"5984";"48";"1415"
"4210407";"Total";"5877";"81";"398"
"4210506";"Total";"19026";"346";"2666"
"4210555";"Total";"1984";"115";"99"
"4210605";"Total";"13612";"118";"868"
"4210704";"Total";"1727";"133";"886"
"4210803";"Total";"6868";"41";"91"
"4210852";"Total";"2235";"4";"274"
"4210902";"Total";"3424";"24";"590"
"4211009";"Total";"9051";"182";"973"
"4211058";"Total";"5964";"467";"2761"
"4211108";"Total";"6114";"202";"2022"
"4211207";"Total";"14764";"610";"702"
"4211256";"Total";"2706";"50";"134"
"4211306";"Total";"47045";"1627";"11429"
"4211405";"Total";"3485";"121";"640"
"4211454";"Total";"3428";"79";"747"
"4211504";"Total";"11274";"100";"810"
"4211603";"Total";"11801";"353";"1126"
"4211652";"Total";"2225";"214";"291"
"4211702";"Total";"20105";"235";"1036"
"4211751";"Total";"11352";"221";"4501"
"4211801";"Total";"6525";"223";"604"
"4211850";"Total";"1479";"17";"753"
"4211876";"Total";"1414";"65";"261"
"4211892";"Total";"1649";"160";"526"
"4211900";"Total";"116632";"5245";"14754"
"4212007";"Total";"5657";"567";"1514"
"4212056";"Total";"1648";"58";"619"
"4212106";"Total";"13659";"615";"1663"
"4212205";"Total";"12970";"262";"4633"
"4212239";"Total";"3294";"82";"694"
"4212254";"Total";"5939";"112";"530"
"4212270";"Total";"2609";"351";"1371"
"4212304";"Total";"5916";"283";"484"
"4212403";"Total";"4010";"17";"74"
"4212502";"Total";"21904";"516";"2631"
"4212601";"Total";"2806";"28";"152"
"4212700";"Total";"5409";"72";"615"
"4212809";"Total";"14367";"430";"2162"
"4212908";"Total";"13569";"636";"2040"
"4213005";"Total";"2559";"108";"469"
"4213104";"Total";"4085";"64";"617"
"4213153";"Total";"1928";"131";"596"
"4213203";"Total";"25542";"169";"1996"
"4213302";"Total";"3183";"99";"1599"
"4213351";"Total";"1902";"42";"1316"
"4213401";"Total";"6634";"715";"3504"
"4213500";"Total";"14302";"439";"1259"
"4213609";"Total";"27007";"870";"5224"
"4213708";"Total";"11913";"100";"2601"
"4213807";"Total";"6459";"324";"456"
"4213906";"Total";"1671";"16";"39"
"4214003";"Total";"13595";"140";"1069"
"4214102";"Total";"2072";"8";"203"
"4214151";"Total";"2374";"13";"356"
"4214201";"Total";"8255";"384";"1512"
"4214300";"Total";"2621";"26";"97"
"4214409";"Total";"4364";"197";"1566"
"4214508";"Total";"5506";"95";"582"
"4214607";"Total";"6645";"25";"372"
"4214706";"Total";"9028";"130";"1116"
"4214805";"Total";"55074";"1316";"4455"
"4214904";"Total";"4325";"24";"62"
"4215000";"Total";"31563";"483";"7714"
"4215059";"Total";"1619";"103";"674"
"4215075";"Total";"3847";"202";"776"
"4215109";"Total";"10135";"102";"615"
"4215208";"Total";"4301";"87";"1147"
"4215307";"Total";"6636";"16";"704"
"4215356";"Total";"2679";"133";"1135"
"4215406";"Total";"3496";"94";"693"
"4215455";"Total";"9086";"578";"736"
"4215505";"Total";"10885";"489";"4200"
"4215554";"Total";"2030";"48";"304"
"4215604";"Total";"2000";"11";"50"
"4215653";"Total";"7340";"259";"429"
"4215679";"Total";"7358";"124";"1245"
"4215687";"Total";"2364";"139";"378"
"4215695";"Total";"1185";"71";"204"
"4215703";"Total";"18166";"594";"1043"
"4215752";"Total";"1866";"324";"457"
"4215802";"Total";"63969";"852";"9804"
"4215901";"Total";"2943";"35";"29"
"4216008";"Total";"8893";"149";"1242"
"4216057";"Total";"3296";"237";"1314"
"4216107";"Total";"6626";"579";"2266"
"4216206";"Total";"33671";"1491";"6908"
"4216255";"Total";"5866";"28";"142"
"4216305";"Total";"23162";"679";"2305"
"4216354";"Total";"3270";"17";"145"
"4216404";"Total";"6440";"156";"396"
"4216503";"Total";"16681";"1087";"6637"
"4216602";"Total";"177418";"10861";"20000"
"4216701";"Total";"11816";"456";"1356"
"4216800";"Total";"6854";"266";"2022"
"4216909";"Total";"18256";"430";"3003"
"4217006";"Total";"9665";"419";"844"
"4217105";"Total";"3105";"10";"93"
"4217154";"Total";"1602";"39";"252"
"4217204";"Total";"30114";"900";"5190"
"4217253";"Total";"4050";"172";"458"
"4217303";"Total";"8237";"233";"542"
"4217402";"Total";"12899";"179";"2117"
"4217501";"Total";"14418";"537";"1760"
"4217550";"Total";"2756";"64";"462"
"4217600";"Total";"10897";"1071";"1003"
"4217709";"Total";"24793";"419";"1238"
"4217758";"Total";"2233";"73";"449"
"4217808";"Total";"15925";"176";"1118"
"4217907";"Total";"6830";"231";"1567"
"4217956";"Total";"1370";"56";"319"
"4218004";"Total";"27089";"1043";"2725"
"4218103";"Total";"4671";"114";"512"
"4218202";"Total";"33853";"414";"2442"
"4218251";"Total";"4369";"37";"2719"
"4218301";"Total";"12148";"262";"5672"
"4218350";"Total";"3334";"16";"175"
"4218400";"Total";"6728";"41";"102"
"4218509";"Total";"4962";"49";"1326"
"4218608";"Total";"5604";"94";"829"
"4218707";"Total";"88055";"3894";"4965"
"4218756";"Total";"4412";"52";"147"
"4218806";"Total";"10931";"121";"779"
"4218855";"Total";"2306";"195";"401"
"4218905";"Total";"7870";"350";"2451"
"4218954";"Total";"1839";"330";"309"
"4219002";"Total";"19200";"437";"580"
"4219101";"Total";"2697";"248";"585"
"4219150";"Total";"2145";"59";"599"
"4219176";"Total";"3062";"327";"1282"
"4219200";"Total";"5853";"95";"338"
"4219309";"Total";"37208";"1583";"8036"
"4219358";"Total";"4504";"27";"329"
"4219408";"Total";"3367";"2";"231"
"4219507";"Total";"32933";"1312";"9266"
"4219606";"Total";"3718";"134";"287"
"4219705";"Total";"20233";"504";"4827"
"4219853";"Total";"2181";"25";"775"
"4300034";"Total";"3541";"415";"400"
"4300059";"Total";"3083";"63";"354"
"4300109";"Total";"14590";"560";"1437"
"4300208";"Total";"6305";"111";"821"
"4300307";"Total";"5785";"121";"1120"
"4300406";"Total";"55398";"5960";"15872"
"4300455";"Total";"3568";"44";"686"
"4300471";"Total";"1939";"51";"77"
"4300505";"Total";"6873";"313";"823"
"4300554";"Total";"1604";"7";"224"
"4300570";"Total";"2839";"12";"44"
"4300604";"Total";"143614";"25664";"25581"
"4300638";"Total";"5070";"779";"439"
"4300646";"Total";"5240";"98";"1973"
"4300661";"Total";"952";"53";"182"
"4300703";"Total";"5810";"54";"198"
"4300802";"Total";"10980";"356";"1455"
"4300851";"Total";"2998";"490";"203"
"4300877";"Total";"4272";"98";"484"
"4300901";"Total";"6008";"182";"366"
"4301008";"Total";"17426";"240";"1096"
"4301057";"Total";"6931";"196";"600"
"4301073";"Total";"2529";"89";"75"
"4301107";"Total";"11376";"940";"1214"
"4301206";"Total";"11000";"454";"1041"
"4301305";"Total";"15701";"1422";"1288"
"4301404";"Total";"8796";"194";"1221"
"4301503";"Total";"6403";"217";"463"
"4301552";"Total";"3450";"38";"171"
"4301602";"Total";"87886";"11230";"17453"
"4301636";"Total";"9186";"511";"1104"
"4301651";"Total";"5328";"47";"363"
"4301701";"Total";"5703";"102";"693"
"4301750";"Total";"6129";"267";"521"
"4301800";"Total";"4307";"174";"841"
"4301859";"Total";"2558";"108";"420"
"4301875";"Total";"2598";"326";"1076"
"4301909";"Total";"10589";"810";"929"
"4301925";"Total";"1892";"40";"67"
"4301958";"Total";"2029";"127";"202"
"4302006";"Total";"8277";"155";"2686"
"4302055";"Total";"1180";"36";"81"
"4302105";"Total";"93823";"2131";"11022"
"4302154";"Total";"1652";"23";"436"
"4302204";"Total";"5982";"338";"254"
"4302220";"Total";"2189";"31";"214"
"4302238";"Total";"2237";"14";"174"
"4302253";"Total";"2764";"4";"8"
"4302303";"Total";"7452";"624";"3312"
"4302352";"Total";"11175";"151";"454"
"4302378";"Total";"1961";"44";"320"
"4302402";"Total";"10429";"651";"372"
"4302451";"Total";"5872";"127";"1666"
"4302501";"Total";"5017";"633";"940"
"4302584";"Total";"2007";"81";"112"
"4302600";"Total";"2750";"146";"792"
"4302659";"Total";"4482";"113";"80"
"4302709";"Total";"16821";"1449";"2087"
"4302808";"Total";"26864";"4326";"2353"
"4302907";"Total";"10624";"598";"2360"
"4303004";"Total";"70570";"6636";"6429"
"4303103";"Total";"102617";"6707";"8507"
"4303202";"Total";"3427";"107";"344"
"4303301";"Total";"3741";"40";"1146"
"4303400";"Total";"4135";"93";"831"
"4303509";"Total";"55471";"3825";"3202"
"4303558";"Total";"2291";"25";"255"
"4303608";"Total";"5296";"366";"862"
"4303673";"Total";"2676";"99";"454"
"4303707";"Total";"5746";"92";"251"
"4303806";"Total";"4678";"95";"715"
"4303905";"Total";"53205";"1693";"5000"
"4304002";"Total";"4631";"237";"558"
"4304101";"Total";"2983";"47";"424"
"4304200";"Total";"26416";"951";"2763"
"4304309";"Total";"6419";"3";"111"
"4304358";"Total";"6433";"819";"1473"
"4304408";"Total";"32563";"1183";"4946"
"4304507";"Total";"48369";"2392";"2228"
"4304606";"Total";"277834";"18263";"26727"
"4304614";"Total";"1758";"11";"35"
"4304622";"Total";"1587";"34";"128"
"4304630";"Total";"37331";"1923";"2565"
"4304655";"Total";"2394";"178";"523"
"4304663";"Total";"20390";"2017";"1744"
"4304671";"Total";"3034";"442";"383"
"4304689";"Total";"9968";"413";"1170"
"4304697";"Total";"2440";"54";"125"
"4304705";"Total";"51574";"1726";"5663"
"4304713";"Total";"7047";"60";"147"
"4304804";"Total";"23951";"245";"908"
"4304853";"Total";"1569";"19";"14"
"4304903";"Total";"8072";"99";"462"
"4304952";"Total";"2571";"22";"407"
"4305009";"Total";"8009";"191";"1069"
"4305108";"Total";"359415";"15064";"58877"
"4305116";"Total";"2887";"10";"64"
"4305124";"Total";"5544";"390";"424"
"4305132";"Total";"3761";"202";"465"
"4305157";"Total";"1973";"119";"302"
"4305173";"Total";"8498";"370";"1368"
"4305207";"Total";"10661";"358";"2237"
"4305306";"Total";"8117";"129";"1076"
"4305355";"Total";"30687";"1968";"2566"
"4305371";"Total";"1900";"25";"52"
"4305405";"Total";"3199";"180";"660"
"4305439";"Total";"5258";"150";"494"
"4305447";"Total";"4563";"206";"143"
"4305454";"Total";"10499";"836";"1225"
"4305504";"Total";"3797";"108";"970"
"4305587";"Total";"2349";"18";"45"
"4305603";"Total";"2959";"288";"294"
"4305702";"Total";"5081";"209";"1245"
"4305801";"Total";"7877";"257";"1021"
"4305835";"Total";"1394";"66";"67"
"4305850";"Total";"2211";"72";"170"
"4305871";"Total";"2095";"32";"317"
"4305900";"Total";"5564";"207";"1965"
"4305934";"Total";"1676";"19";"30"
"4305959";"Total";"3667";"46";"204"
"4305975";"Total";"2323";"109";"332"
"4306007";"Total";"12721";"103";"1243"
"4306056";"Total";"6115";"565";"589"
"4306072";"Total";"2079";"46";"697"
"4306106";"Total";"53019";"2055";"7352"
"4306130";"Total";"1978";"79";"81"
"4306205";"Total";"10843";"474";"915"
"4306304";"Total";"4082";"141";"460"
"4306320";"Total";"2611";"92";"460"
"4306353";"Total";"2259";"25";"575"
"4306379";"Total";"2325";"112";"594"
"4306403";"Total";"25730";"311";"1380"
"4306429";"Total";"1472";"223";"444"
"4306452";"Total";"3140";"42";"95"
"4306502";"Total";"11922";"1437";"907"
"4306551";"Total";"2500";"9";"31"
"4306601";"Total";"29791";"3488";"5476"
"4306700";"Total";"2768";"139";"475"
"4306734";"Total";"4511";"52";"738"
"4306759";"Total";"1904";"45";"82"
"4306767";"Total";"27698";"2521";"3932"
"4306809";"Total";"18389";"351";"1712"
"4306908";"Total";"19029";"2323";"2789"
"4306924";"Total";"978";"34";"51"
"4306932";"Total";"8080";"119";"739"
"4306957";"Total";"2365";"114";"593"
"4306973";"Total";"2187";"69";"383"
"4307005";"Total";"81150";"2218";"12194"
"4307054";"Total";"2867";"14";"198"
"4307104";"Total";"5288";"520";"893"
"4307203";"Total";"4230";"210";"696"
"4307302";"Total";"5755";"214";"1674"
"4307401";"Total";"2343";"87";"712"
"4307450";"Total";"2870";"42";"343"
"4307500";"Total";"12978";"445";"1718"
"4307559";"Total";"5242";"239";"521"
"4307609";"Total";"38104";"1194";"3139"
"4307708";"Total";"69032";"4928";"6363"
"4307807";"Total";"27113";"1205";"2198"
"4307815";"Total";"3385";"63";"100"
"4307831";"Total";"2036";"99";"595"
"4307864";"Total";"2477";"30";"58"
"4307906";"Total";"55395";"1644";"6295"
"4308003";"Total";"5339";"435";"886"
"4308052";"Total";"1985";"125";"261"
"4308078";"Total";"3379";"191";"117"
"4308102";"Total";"11830";"102";"400"
"4308201";"Total";"23946";"403";"2689"
"4308250";"Total";"1968";"11";"36"
"4308300";"Total";"7720";"195";"2701"
"4308409";"Total";"5571";"996";"439"
"4308433";"Total";"2405";"4";"70"
"4308458";"Total";"3883";"80";"609"
"4308508";"Total";"24812";"262";"3746"
"4308607";"Total";"28731";"318";"1504"
"4308656";"Total";"2450";"66";"715"
"4308706";"Total";"5406";"76";"373"
"4308805";"Total";"7571";"390";"444"
"4308854";"Total";"1423";"81";"64"
"4308904";"Total";"13701";"365";"1947"
"4309001";"Total";"13766";"435";"2710"
"4309050";"Total";"6000";"356";"513"
"4309100";"Total";"28321";"512";"3422"
"4309126";"Total";"1441";"197";"267"
"4309159";"Total";"2871";"136";"883"
"4309209";"Total";"216382";"17483";"21250"
"4309258";"Total";"1392";"65";"118"
"4309308";"Total";"78773";"7447";"8565"
"4309407";"Total";"19572";"492";"2660"
"4309506";"Total";"7115";"137";"858"
"4309555";"Total";"4039";"76";"112"
"4309571";"Total";"2431";"37";"487"
"4309605";"Total";"15987";"139";"2122"
"4309654";"Total";"4409";"322";"1290"
"4309704";"Total";"4037";"203";"649"
"4309753";"Total";"4141";"33";"191"
"4309803";"Total";"4074";"93";"512"
"4309902";"Total";"6235";"140";"491"
"4309951";"Total";"3313";"54";"619"
"4310009";"Total";"16394";"356";"2535"
"4310108";"Total";"27573";"756";"3253"
"4310207";"Total";"64757";"2050";"11672"
"4310306";"Total";"3383";"149";"561"
"4310330";"Total";"15870";"468";"1273"
"4310363";"Total";"2919";"11";"89"
"4310405";"Total";"5421";"186";"920"
"4310413";"Total";"1561";"102";"582"
"4310439";"Total";"5153";"131";"712"
"4310462";"Total";"1686";"50";"209"
"4310504";"Total";"6152";"180";"1213"
"4310538";"Total";"4363";"127";"509"
"4310553";"Total";"2735";"125";"553"
"4310579";"Total";"2029";"239";"76"
"4310603";"Total";"27567";"1344";"9161"
"4310652";"Total";"2360";"92";"80"
"4310702";"Total";"3537";"186";"418"
"4310751";"Total";"1843";"35";"272"
"4310801";"Total";"18060";"269";"1341"
"4310850";"Total";"3028";"77";"965"
"4310876";"Total";"1997";"87";"390"
"4310900";"Total";"2954";"114";"513"
"4311007";"Total";"24560";"1830";"1469"
"4311106";"Total";"10022";"204";"1208"
"4311122";"Total";"2986";"256";"905"
"4311130";"Total";"3247";"123";"205"
"4311155";"Total";"6361";"222";"1674"
"4311205";"Total";"15985";"854";"2710"
"4311239";"Total";"2208";"23";"353"
"4311254";"Total";"5002";"201";"903"
"4311270";"Total";"1543";"9";"32"
"4311304";"Total";"22641";"493";"4309"
"4311403";"Total";"63583";"1825";"5986"
"4311429";"Total";"1620";"29";"786"
"4311502";"Total";"5849";"725";"1067"
"4311601";"Total";"4199";"202";"1017"
"4311627";"Total";"4614";"116";"495"
"4311643";"Total";"1590";"8";"26"
"4311700";"Total";"4409";"156";"850"
"4311718";"Total";"3771";"237";"709"
"4311734";"Total";"2526";"30";"432"
"4311759";"Total";"5846";"324";"851"
"4311775";"Total";"6082";"316";"471"
"4311791";"Total";"2428";"21";"75"
"4311809";"Total";"31670";"752";"3794"
"4311908";"Total";"4360";"53";"692"
"4311981";"Total";"3452";"87";"215"
"4312005";"Total";"2053";"5";"149"
"4312054";"Total";"3839";"8";"221"
"4312104";"Total";"4204";"155";"729"
"4312138";"Total";"2109";"16";"236"
"4312153";"Total";"3673";"65";"127"
"4312179";"Total";"1468";"16";"315"
"4312203";"Total";"3901";"183";"816"
"4312252";"Total";"6553";"342";"736"
"4312302";"Total";"3898";"109";"743"
"4312351";"Total";"1526";"-";"16"
"4312377";"Total";"2093";"168";"760"
"4312385";"Total";"2611";"10";"49"
"4312401";"Total";"52347";"2587";"4318"
"4312427";"Total";"2358";"22";"348"
"4312443";"Total";"3139";"6";"36"
"4312450";"Total";"5623";"359";"137"
"4312476";"Total";"5403";"35";"239"
"4312500";"Total";"9399";"1179";"1468"
"4312609";"Total";"4356";"61";"366"
"4312617";"Total";"2339";"198";"412"
"4312625";"Total";"1468";"19";"92"
"4312658";"Total";"13654";"240";"2003"
"4312674";"Total";"1518";"14";"184"
"4312708";"Total";"8597";"346";"2248"
"4312757";"Total";"2703";"39";"427"
"4312807";"Total";"3705";"57";"235"
"4312906";"Total";"8031";"82";"727"
"4312955";"Total";"1909";"11";"40"
"4313003";"Total";"3052";"36";"91"
"4313011";"Total";"2700";"-";"51"
"4313037";"Total";"3946";"85";"629"
"4313060";"Total";"15386";"498";"2378"
"4313086";"Total";"2371";"7";"72"
"4313102";"Total";"5363";"169";"798"
"4313201";"Total";"17724";"182";"1041"
"4313300";"Total";"19401";"638";"2732"
"4313334";"Total";"2158";"44";"229"
"4313359";"Total";"3204";"28";"107"
"4313375";"Total";"20319";"527";"1813"
"4313391";"Total";"3335";"292";"228"
"4313409";"Total";"216318";"7702";"14365"
"4313425";"Total";"3601";"52";"269"
"4313441";"Total";"1788";"71";"418"
"4313466";"Total";"1611";"9";"115"
"4313490";"Total";"2893";"151";"896"
"4313508";"Total";"36041";"1886";"2956"
"4313607";"Total";"3667";"165";"394"
"4313656";"Total";"8787";"1020";"1093"
"4313706";"Total";"26566";"1383";"6221"
"4313805";"Total";"5870";"134";"882"
"4313904";"Total";"32268";"953";"4657"
"4313953";"Total";"7976";"875";"1026"
"4314001";"Total";"6159";"81";"560"
"4314027";"Total";"6484";"243";"609"
"4314035";"Total";"3433";"10";"69"
"4314050";"Total";"44833";"1216";"5254"
"4314068";"Total";"4401";"146";"537"
"4314076";"Total";"5551";"282";"168"
"4314100";"Total";"153608";"4185";"26335"
"4314134";"Total";"2052";"24";"114"
"4314159";"Total";"7586";"228";"218"
"4314175";"Total";"1379";"282";"538"
"4314209";"Total";"6304";"744";"724"
"4314308";"Total";"3454";"34";"479"
"4314407";"Total";"265234";"34817";"26548"
"4314423";"Total";"4815";"45";"297"
"4314456";"Total";"1890";"29";"562"
"4314464";"Total";"1586";"29";"484"
"4314472";"Total";"3822";"141";"485"
"4314498";"Total";"3815";"42";"640"
"4314506";"Total";"9305";"1699";"1721"
"4314555";"Total";"1842";"41";"856"
"4314605";"Total";"15322";"2208";"1878"
"4314704";"Total";"8131";"374";"1006"
"4314753";"Total";"1969";"2";"45"
"4314779";"Total";"3271";"78";"504"
"4314787";"Total";"1664";"17";"66"
"4314803";"Total";"26961";"923";"2840"
"4314902";"Total";"1119044";"141145";"140612"
"4315008";"Total";"4630";"96";"681"
"4315057";"Total";"2187";"15";"318"
"4315073";"Total";"1622";"121";"85"
"4315107";"Total";"7071";"219";"3250"
"4315131";"Total";"1615";"26";"234"
"4315149";"Total";"2365";"13";"77"
"4315156";"Total";"5634";"90";"439"
"4315172";"Total";"1884";"77";"37"
"4315206";"Total";"3813";"24";"295"
"4315305";"Total";"19256";"816";"2896"
"4315313";"Total";"1321";"14";"438"
"4315321";"Total";"2253";"31";"426"
"4315354";"Total";"3397";"48";"204"
"4315404";"Total";"4990";"155";"933"
"4315453";"Total";"2071";"17";"58"
"4315503";"Total";"12738";"1571";"1510"
